1st_key,2nd_key,mean,std
z,d,450.4594594594595,407.5989037845493
z,e,309.46850986891667,255.6704402501688
z,f,204.5,187.30019657321142
z,g,371.8965517241379,371.6442562477866
z,h,501.55025773195877,458.8113128643548
z,i,261.9578313253012,366.68844423414777
z,j,423.2857142857143,380.0218038857395
z,k,336.6296296296296,305.73444336147315
z,l,200.6122448979592,219.27511413808938
z,m,337.6478873239437,349.4590553817857
z,n,174.56603773584905,154.8465132656755
z,o,341.8276923076923,300.1775231674247
z,p,323.4621848739496,304.80754667010837
z,q,309.7857142857143,158.09256225945052
z,r,339.464,304.42745160435607
z,s,608.9308755760369,459.2284126748506
z,t,332.9115913555992,290.74870437829895
z,u,263.06944444444446,225.6551854382699
z,v,239.4375,186.62224545857336
z,w,439.5645933014354,294.52908451450764
z,x,232.5607476635514,266.87058476114686
z,y,244.2007722007722,224.9173772363651
z,z,228.07792207792207,219.0531177551883
